ID,year,region,npg,birth_rate,death_rate,gdw,urbanization
1167,2003,Sakhalin Oblast,-5.5,10.9,16.4,49.96,86.72
1168,2003,Sverdlovsk Oblast,-6.9,10.4,17.3,60.74,87.93
1169,2003,Sevastopol,,,,,
1170,2003,Republic of North Ossetia-Alania,-1.3,11.3,12.6,71.27,65.44
1171,2003,Smolensk Oblast,-13.3,8.7,21.9,65.41,70.91
1172,2003,Stavropol Krai,-4.7,10.2,14.9,66.09,55.98
1173,2003,Tambov Oblast,-11.5,8.5,19.9,72.44,57.25
1174,2003,Republic of Tatarstan,-3.6,10.2,13.8,65.67,73.88
1175,2003,Tver Oblast,-14.9,9.2,24.1,72.21,73.19
1176,2003,Tomsk Oblast,-3.9,10.6,14.5,52.83,67.84
1177,2003,Tula Oblast,-14.7,7.9,22.6,71.14,81.6
1178,2003,Tyumen Oblast,3.0,12.9,9.9,57.08,77.41
1179,2003,Udmurt Republic,-4.2,11.5,15.7,60.17,69.72
1180,2003,Ulyanovsk Oblast,-8.4,8.9,17.2,63.82,73.19
1181,2003,Khabarovsk Krai,-5.5,10.8,16.3,53.3,80.55
1182,2003,Republic of Khakassia,-6.0,11.8,17.8,60.05,70.85
1183,2003,Khanty–Mansi Autonomous Okrug – Yugra,6.8,13.7,6.9,41.55,90.87
1184,2003,Chelyabinsk Oblast,-6.1,10.4,16.6,62.83,81.82
1185,2003,Chechen Republic,18.4,24.9,6.5,75.8,33.75
1186,2003,Chuvash Republic,-5.2,10.1,15.3,64.93,60.7
1187,2003,Chukotka Autonomous Okrug,2.3,13.0,10.7,42.11,66.38
1188,2003,Sakha (Yakutia) Republic,4.8,15.0,10.2,57.06,64.42
1189,2003,Yamalo-Nenets Autonomous Okrug,8.0,14.0,6.1,41.48,83.37
1190,2003,Yaroslavl Oblast,-11.7,9.1,20.9,66.18,80.99
1191,2004,Republic of Adygea,-4.5,10.4,15.0,69.34,52.3
1192,2004,Altai Krai,-5.0,10.8,15.9,59.37,53.5
1193,2004,Amur Oblast,-4.8,12.4,17.4,55.3,66.2
1194,2004,Arkhangelsk Oblast,-6.5,11.0,17.6,56.74,75.0
1195,2004,Astrakhan Oblast,-2.6,12.4,14.9,61.26,67.9
1196,2004,Republic of Bashkortostan,-2.9,11.2,14.1,64.34,64.2
1197,2004,Belgorod Oblast,-7.1,9.1,16.2,65.42,65.4
1198,2004,Bryansk Oblast,-9.8,9.2,19.1,67.77,68.5
1199,2004,Republic of Buryatia,-1.5,13.8,15.3,58.39,58.7
1200,2004,Vladimir Oblast,-10.8,9.4,20.1,64.81,79.4
1201,2004,Volgograd Oblast,-5.8,9.6,15.4,64.02,75.2
1202,2004,Vologda Oblast,-8.4,10.7,19.1,61.31,69.3
1203,2004,Voronezh Oblast,-10.0,8.6,18.5,68.67,62.0
1204,2004,Republic of Dagestan,9.9,15.9,6.0,68.15,43.2
1205,2004,Jewish Autonomous Oblast,-5.0,12.0,17.2,55.53,67.6
1206,2004,Zabaykalsky Krai,-3.3,13.8,17.1,58.74,64.0
1207,2004,Ivanovo Oblast,-12.6,9.0,21.6,66.19,82.6
1208,2004,Republic of Ingushetia,10.5,14.2,4.0,75.08,42.6
1209,2004,Irkutsk Oblast,-4.1,12.4,16.6,59.17,79.4
1210,2004,Kabardino-Balkar Republic,0.8,10.5,9.8,62.53,58.6
1211,2004,Kaliningrad Oblast,-9.0,9.1,18.2,56.23,77.7
1212,2004,Republic of Kalmykia,2.5,13.5,10.9,60.74,44.3
1213,2004,Kaluga Oblast,-9.5,9.2,18.6,64.4,75.0
1214,2004,Kamchatka Krai,-1.1,11.1,12.4,44.63,81.1
1215,2004,Karachay-Cherkess Republic,0.3,11.9,11.3,66.03,44.2
1216,2004,Republic of Karelia,-8.1,10.4,18.8,56.51,75.5
1217,2004,Kemerovo Oblast,-7.2,10.7,18.0,58.72,86.8
1218,2004,Kirov Oblast,-9.2,9.6,19.0,61.41,72.2
1219,2004,Kostroma Oblast,-11.2,10.0,21.3,65.08,67.9
1220,2004,Krasnodar Krai,-4.5,10.8,15.3,66.53,53.5
1221,2004,Krasnoyarsk Krai,-3.9,11.2,15.2,55.75,76.0
1222,2004,Republic of Crimea,,,,,
1223,2004,Kurgan Oblast,-7.0,10.7,17.8,65.26,57.0
1224,2004,Kursk Oblast,-10.4,9.0,19.5,68.76,61.7
1225,2004,Leningrad Oblast,-12.0,8.3,20.0,62.75,66.4
1226,2004,Lipetsk Oblast,-9.1,9.2,18.2,65.91,64.4
1227,2004,Magadan Oblast,-1.9,11.5,13.5,41.98,93.1
1228,2004,Mari El Republic,-6.1,10.7,16.8,58.64,63.2
1229,2004,Republic of Mordovia,-8.1,8.8,16.9,62.51,59.3
1230,2004,Moscow,-3.8,8.8,12.3,52.86,100.0
1231,2004,Moscow Oblast,-8.4,9.1,17.3,60.66,79.4
1232,2004,Murmansk Oblast,-3.2,10.2,13.5,44.91,92.3
1233,2004,Nenets Autonomous Okrug,1.8,14.2,12.4,55.22,63.9
1234,2004,Nizhny Novgorod Oblast,-10.7,9.1,19.8,64.61,78.3
1235,2004,Novgorod Oblast,-12.9,9.5,22.4,66.94,70.2
1236,2004,Novosibirsk Oblast,-4.5,10.9,15.4,58.28,75.3
1237,2004,Omsk Oblast,-4.2,10.7,15.0,58.55,69.1
1238,2004,Orenburg Oblast,-4.1,10.9,15.1,62.01,58.0
1239,2004,Oryol Oblast,-9.5,9.1,18.8,66.49,63.9
1240,2004,Penza Oblast,-9.4,8.6,17.9,65.15,65.3
1241,2004,Perm Krai,-6.3,11.4,17.7,59.86,75.2
1242,2004,Primorsky Krai,-5.1,10.6,15.8,54.44,78.4
1243,2004,Pskov Oblast,-15.1,9.1,24.2,67.92,66.9
1244,2004,Altai Republic,2.5,17.3,14.9,62.44,26.3
1245,2004,Komi Republic,-3.7,11.5,15.3,48.91,75.3
1246,2004,Tuva Republic,6.7,20.0,13.4,66.69,52.0
1247,2004,Rostov Oblast,-6.4,9.5,15.8,63.82,67.6
1248,2004,Ryazan Oblast,-11.7,8.5,20.1,69.43,69.4
1249,2004,Samara Oblast,-6.1,10.1,16.1,59.46,80.6
1250,2004,Saint Petersburg,-7.3,8.9,16.0,58.32,100.0
1251,2004,Saratov Oblast,-7.4,9.4,16.9,63.54,73.6
1252,2004,Sakhalin Oblast,-4.8,11.4,16.2,48.67,86.9
1253,2004,Sverdlovsk Oblast,-5.9,10.7,16.7,58.92,88.0
1254,2004,Sevastopol,,,,,
1255,2004,Republic of North Ossetia-Alania,-1.1,11.2,12.3,68.91,65.3
1256,2004,Smolensk Oblast,-12.5,8.8,21.1,62.75,71.3
1257,2004,Stavropol Krai,-4.0,10.3,14.2,64.72,56.1
1258,2004,Tambov Oblast,-10.4,8.7,19.0,69.58,57.5
1259,2004,Republic of Tatarstan,-3.3,10.3,13.6,63.16,74.0
1260,2004,Tver Oblast,-13.7,9.5,23.1,69.5,73.2
1261,2004,Tomsk Oblast,-2.8,11.2,14.1,52.15,68.1
1262,2004,Tula Oblast,-13.8,7.9,21.6,68.7,81.7
1263,2004,Tyumen Oblast,3.6,13.3,9.8,55.13,60.6
1264,2004,Udmurt Republic,-3.7,11.7,15.4,57.81,69.9
1265,2004,Ulyanovsk Oblast,-7.8,9.0,16.8,61.79,72.8
1266,2004,Khabarovsk Krai,-4.7,11.3,16.2,52.43,80.7
1267,2004,Republic of Khakassia,-4.3,11.9,16.2,57.99,70.8
1268,2004,Khanty–Mansi Autonomous Okrug – Yugra,7.2,13.9,6.7,40.05,90.8
1269,2004,Chelyabinsk Oblast,-5.5,10.7,16.3,61.04,81.9
1270,2004,Chechen Republic,19.6,25.2,5.6,74.46,33.9
1271,2004,Chuvash Republic,-4.4,10.5,14.9,62.27,60.9
1272,2004,Chukotka Autonomous Okrug,3.2,15.4,12.0,40.62,65.4
1273,2004,Sakha (Yakutia) Republic,5.3,15.5,10.2,55.37,64.5
1274,2004,Yamalo-Nenets Autonomous Okrug,8.3,14.0,5.8,39.66,83.3
1275,2004,Yaroslavl Oblast,-10.6,9.4,20.1,64.33,81.1
1276,2005,Republic of Adygea,-4.9,10.3,15.2,68.28,51.9
1277,2005,Altai Krai,-6.4,10.3,16.9,58.45,53.7
1278,2005,Amur Oblast,-4.8,12.1,17.2,54.71,66.5
1279,2005,Arkhangelsk Oblast,-6.3,10.7,17.1,55.76,75.5
1280,2005,Astrakhan Oblast,-3.3,12.2,15.4,60.83,67.5
1281,2005,Republic of Bashkortostan,-3.4,10.8,14.2,62.11,59.8
1282,2005,Belgorod Oblast,-7.1,8.9,16.0,63.8,65.4
1283,2005,Bryansk Oblast,-10.8,9.0,19.8,65.91,68.2
1284,2005,Republic of Buryatia,-1.7,14.0,15.6,56.54,57.4
1285,2005,Vladimir Oblast,-11.1,9.2,20.2,63.94,78.3
1286,2005,Volgograd Oblast,-6.3,9.4,15.7,62.96,75.3
1287,2005,Vologda Oblast,-8.3,10.5,18.8,59.93,68.3
1288,2005,Voronezh Oblast,-10.4,8.4,18.5,66.97,62.0
1289,2005,Republic of Dagestan,9.6,15.5,5.8,66.12,43.4
1290,2005,Jewish Autonomous Oblast,-6.3,11.6,18.3,54.65,67.2
1291,2005,Zabaykalsky Krai,-3.7,13.5,17.3,57.35,64.0
1292,2005,Ivanovo Oblast,-13.3,8.7,22.0,65.41,80.4
1293,2005,Republic of Ingushetia,10.2,14.0,4.3,72.5,42.4
1294,2005,Irkutsk Oblast,-5.1,11.9,17.2,58.18,79.3
1295,2005,Kabardino-Balkar Republic,-0.1,10.0,10.4,61.17,58.3
1296,2005,Kaliningrad Oblast,-9.2,8.9,18.2,55.71,77.8
1297,2005,Republic of Kalmykia,1.5,13.1,11.4,58.13,44.0
1298,2005,Kaluga Oblast,-10.3,8.9,19.1,62.99,75.0
1299,2005,Kamchatka Krai,-1.6,11.0,12.9,44.88,78.9
1300,2005,Karachay-Cherkess Republic,0.1,12.0,11.3,63.26,44.3
1301,2005,Republic of Karelia,-8.2,9.9,18.5,55.94,75.9
1302,2005,Kemerovo Oblast,-7.9,10.8,18.9,57.77,85.1
1303,2005,Kirov Oblast,-9.7,9.3,19.3,59.86,72.9
1304,2005,Kostroma Oblast,-11.3,9.7,21.3,63.38,68.1
1305,2005,Krasnodar Krai,-5.3,10.3,15.6,65.57,52.8
1306,2005,Krasnoyarsk Krai,-4.9,10.8,15.8,54.84,76.0
1307,2005,Republic of Crimea,,,,,
1308,2005,Kurgan Oblast,-7.2,10.4,17.9,63.66,57.6
1309,2005,Kursk Oblast,-11.1,8.6,19.8,66.98,62.0
1310,2005,Leningrad Oblast,-12.5,7.8,19.9,61.26,66.2
1311,2005,Lipetsk Oblast,-8.6,9.3,17.7,64.39,64.5
1312,2005,Magadan Oblast,-2.6,11.0,13.7,41.75,93.6
1313,2005,Mari El Republic,-6.7,10.5,17.1,56.62,62.8
1314,2005,Republic of Mordovia,-8.6,8.6,17.1,60.51,58.6
1315,2005,Moscow,-3.4,8.9,11.9,53.04,100.0
1316,2005,Moscow Oblast,-8.5,9.0,17.1,59.55,80.2
1317,2005,Murmansk Oblast,-3.6,9.8,13.8,45.23,92.0
1318,2005,Nenets Autonomous Okrug,2.3,14.5,12.2,53.11,64.7
1319,2005,Nizhny Novgorod Oblast,-11.1,8.9,20.0,63.46,78.1
1320,2005,Novgorod Oblast,-13.2,9.3,22.5,65.44,70.4
1321,2005,Novosibirsk Oblast,-5.5,10.6,16.1,57.38,75.5
1322,2005,Omsk Oblast,-5.1,10.4,15.6,57.3,69.8
1323,2005,Orenburg Oblast,-5.0,10.5,15.7,60.51,58.3
1324,2005,Oryol Oblast,-10.0,8.6,18.8,65.67,64.4
1325,2005,Penza Oblast,-9.8,8.4,18.1,63.63,65.6
1326,2005,Perm Krai,-7.0,10.9,18.1,58.79,75.3
1327,2005,Primorsky Krai,-5.8,10.4,16.3,54.15,75.6
1328,2005,Pskov Oblast,-15.7,8.8,24.6,66.46,67.8
1329,2005,Altai Republic,1.7,17.2,15.7,60.0,26.0
1330,2005,Komi Republic,-4.1,11.1,15.5,48.26,75.6
1331,2005,Tuva Republic,5.4,19.4,14.3,64.89,52.7
1332,2005,Rostov Oblast,-6.7,9.2,15.8,62.97,66.7
1333,2005,Ryazan Oblast,-11.9,8.4,20.2,68.01,69.7
1334,2005,Samara Oblast,-6.5,9.7,16.1,58.81,80.1
1335,2005,Saint Petersburg,-7.4,8.6,15.6,57.85,100.0
1336,2005,Saratov Oblast,-7.8,9.0,16.9,62.71,73.7
1337,2005,Sakhalin Oblast,-6.0,11.4,17.5,48.24,78.0
1338,2005,Sverdlovsk Oblast,-6.2,10.4,16.8,58.16,83.1
1339,2005,Sevastopol,,,,,
1340,2005,Republic of North Ossetia-Alania,-1.1,11.2,12.2,67.56,65.2
1341,2005,Smolensk Oblast,-13.0,8.6,21.2,61.26,70.9
1342,2005,Stavropol Krai,-4.4,10.0,14.2,63.87,56.2
1343,2005,Tambov Oblast,-10.9,8.5,19.3,67.55,57.7
1344,2005,Republic of Tatarstan,-4.0,9.8,13.8,61.43,74.5
1345,2005,Tver Oblast,-13.8,9.3,23.0,67.92,73.4
1346,2005,Tomsk Oblast,-3.8,10.7,14.6,52.4,68.3
1347,2005,Tula Oblast,-14.2,7.8,21.8,67.37,81.8
1348,2005,Tyumen Oblast,3.2,13.0,9.9,54.2,62.4
1349,2005,Udmurt Republic,-4.4,11.1,15.5,56.45,69.8
1350,2005,Ulyanovsk Oblast,-8.3,8.6,16.9,60.34,72.9
1351,2005,Khabarovsk Krai,-5.4,10.9,16.6,52.32,81.0
1352,2005,Republic of Khakassia,-5.9,11.5,17.6,56.83,70.8
1353,2005,Khanty–Mansi Autonomous Okrug – Yugra,6.4,13.5,7.1,39.39,90.8
1354,2005,Chelyabinsk Oblast,-5.9,10.4,16.4,60.06,82.1
1355,2005,Chechen Republic,19.8,24.9,5.1,73.0,34.4
1356,2005,Chuvash Republic,-5.1,10.1,15.3,60.46,60.9
1357,2005,Chukotka Autonomous Okrug,3.9,15.7,11.5,39.63,65.1
1358,2005,Sakha (Yakutia) Republic,4.1,14.3,10.2,54.26,63.9
1359,2005,Yamalo-Nenets Autonomous Okrug,7.7,13.6,6.0,38.55,84.7
1360,2005,Yaroslavl Oblast,-10.7,9.2,20.1,63.71,81.3
1361,2006,Republic of Adygea,-4.7,10.4,15.2,67.51,51.4
1362,2006,Altai Krai,-5.1,10.1,15.5,58.08,54.0
1363,2006,Amur Oblast,-3.7,11.8,15.9,54.54,66.4
1364,2006,Arkhangelsk Oblast,-4.9,10.9,15.9,55.23,74.0
1365,2006,Astrakhan Oblast,-2.3,12.4,14.6,60.28,67.7
1366,2006,Republic of Bashkortostan,-2.5,11.1,13.6,60.26,59.8
1367,2006,Belgorod Oblast,-5.8,9.5,15.3,62.44,65.6
1368,2006,Bryansk Oblast,-9.5,9.1,18.7,64.27,68.3
1369,2006,Republic of Buryatia,0.3,14.8,14.4,55.21,56.4
1370,2006,Vladimir Oblast,-9.8,9.5,19.1,63.15,77.2
1371,2006,Volgograd Oblast,-5.5,9.8,15.2,62.19,75.4
1372,2006,Vologda Oblast,-6.2,10.9,17.1,58.73,68.6
1373,2006,Voronezh Oblast,-9.7,8.4,17.7,65.42,61.8
1374,2006,Republic of Dagestan,9.3,15.3,5.9,64.62,43.8
1375,2006,Jewish Autonomous Oblast,-3.9,12.1,16.5,54.49,67.2
1376,2006,Zabaykalsky Krai,-1.6,13.9,15.6,56.4,64.2
1377,2006,Ivanovo Oblast,-11.0,9.0,19.9,64.57,80.5
1378,2006,Republic of Ingushetia,11.4,15.1,4.4,69.37,42.5
1379,2006,Irkutsk Oblast,-2.8,12.3,15.4,57.38,79.3
1380,2006,Kabardino-Balkar Republic,0.6,10.4,10.2,59.79,57.7
1381,2006,Kaliningrad Oblast,-7.2,9.3,16.5,55.49,77.3
1382,2006,Republic of Kalmykia,2.2,13.3,10.9,55.79,43.9
1383,2006,Kaluga Oblast,-8.4,9.2,17.5,61.75,75.2
1384,2006,Kamchatka Krai,-0.3,11.0,11.8,45.48,78.9
1385,2006,Karachay-Cherkess Republic,0.3,11.7,10.7,61.24,44.4
1386,2006,Republic of Karelia,-6.8,10.0,17.5,55.66,76.2
1387,2006,Kemerovo Oblast,-6.0,11.3,17.5,57.32,85.1
1388,2006,Kirov Oblast,-8.0,9.7,18.0,58.75,72.3
1389,2006,Kostroma Oblast,-8.9,10.0,19.2,62.12,68.6
1390,2006,Krasnodar Krai,-4.4,10.4,14.7,64.85,52.8
1391,2006,Krasnoyarsk Krai,-2.9,11.0,14.1,54.25,75.7
1392,2006,Republic of Crimea,,,,,
1393,2006,Kurgan Oblast,-5.8,10.6,16.8,62.68,58.4
1394,2006,Kursk Oblast,-10.1,9.0,19.2,65.35,62.6
1395,2006,Leningrad Oblast,-11.4,7.9,18.7,59.96,66.0
1396,2006,Lipetsk Oblast,-7.8,9.6,17.2,63.29,63.1
1397,2006,Magadan Oblast,-2.5,10.7,13.3,41.91,94.1
1398,2006,Mari El Republic,-5.3,10.6,15.9,55.15,62.7
1399,2006,Republic of Mordovia,-7.8,8.6,16.2,58.76,58.7
1400,2006,Moscow,-3.2,9.0,11.6,53.39,100.0
1401,2006,Moscow Oblast,-7.9,9.1,16.6,58.93,80.1
1402,2006,Murmansk Oblast,-2.9,9.8,13.2,45.65,92.3
1403,2006,Nenets Autonomous Okrug,1.1,14.0,12.9,51.97,65.3
1404,2006,Nizhny Novgorod Oblast,-9.9,9.1,19.0,62.41,78.3
1405,2006,Novgorod Oblast,-11.7,9.8,21.5,64.21,70.8
1406,2006,Novosibirsk Oblast,-4.7,10.5,15.2,56.77,75.8
1407,2006,Omsk Oblast,-4.3,10.6,15.0,56.35,70.4
1408,2006,Orenburg Oblast,-3.9,10.9,15.2,59.42,58.5
1409,2006,Oryol Oblast,-8.9,9.0,18.2,64.63,64.7
1410,2006,Penza Oblast,-8.5,8.6,17.0,62.61,65.8
1411,2006,Perm Krai,-5.5,11.0,16.7,58.12,75.2
1412,2006,Primorsky Krai,-4.5,10.4,15.0,54.04,75.7
1413,2006,Pskov Oblast,-14.4,8.9,23.4,65.22,68.3
1414,2006,Altai Republic,2.8,16.6,14.1,58.66,26.2
1415,2006,Komi Republic,-2.7,11.1,14.2,48.13,75.8
1416,2006,Tuva Republic,7.0,19.3,12.6,63.35,51.9
1417,2006,Rostov Oblast,-6.0,9.5,15.4,62.32,66.7
1418,2006,Ryazan Oblast,-10.7,8.5,19.1,66.87,70.0
1419,2006,Samara Oblast,-5.6,10.1,15.5,58.35,80.1
1420,2006,Saint Petersburg,-6.5,8.8,14.8,57.71,100.0
1421,2006,Saratov Oblast,-6.5,9.1,15.7,62.09,73.8
1422,2006,Sakhalin Oblast,-3.8,11.2,15.2,48.39,78.4
1423,2006,Sverdlovsk Oblast,-4.6,10.7,15.5,57.77,83.2
1424,2006,Sevastopol,,,,,
1425,2006,Republic of North Ossetia-Alania,0.2,11.8,11.5,66.64,64.3
1426,2006,Smolensk Oblast,-12.0,8.8,20.3,59.96,71.3
1427,2006,Stavropol Krai,-4.1,10.1,14.0,63.28,56.4
1428,2006,Tambov Oblast,-10.1,8.2,18.1,66.07,57.9
1429,2006,Republic of Tatarstan,-3.2,9.9,13.1,59.96,74.5
1430,2006,Tver Oblast,-12.3,9.5,21.7,66.62,73.3
1431,2006,Tomsk Oblast,-2.4,11.1,13.6,52.65,68.6
1432,2006,Tula Oblast,-12.9,8.0,20.7,66.28,79.8
1433,2006,Tyumen Oblast,3.9,13.2,9.4,53.67,62.7
1434,2006,Udmurt Republic,-3.0,11.3,14.3,55.45,70.0
1435,2006,Ulyanovsk Oblast,-7.7,8.7,16.3,59.12,73.0
1436,2006,Khabarovsk Krai,-3.9,11.0,15.3,52.39,81.3
1437,2006,Republic of Khakassia,-2.8,12.0,14.9,56.07,70.8
1438,2006,Khanty–Mansi Autonomous Okrug – Yugra,6.9,13.7,6.8,39.1,90.8
1439,2006,Chelyabinsk Oblast,-4.6,10.8,15.5,59.54,81.7
1440,2006,Chechen Republic,18.9,23.9,5.1,71.54,34.8
1441,2006,Chuvash Republic,-4.4,10.3,14.8,58.86,61.0
1442,2006,Chukotka Autonomous Okrug,3.7,15.3,11.1,39.9,64.9
1443,2006,Sakha (Yakutia) Republic,4.7,14.4,9.7,53.27,63.6
1444,2006,Yamalo-Nenets Autonomous Okrug,7.6,13.2,5.8,37.85,84.8
1445,2006,Yaroslavl Oblast,-8.9,9.4,18.5,63.41,81.5
1446,2007,Republic of Adygea,-2.8,11.8,14.7,67.18,51.1
1447,2007,Altai Krai,-3.6,11.3,15.2,58.3,54.2
1448,2007,Amur Oblast,-1.7,12.6,14.7,54.69,66.6
1449,2007,Arkhangelsk Oblast,-2.8,11.9,14.9,55.67,74.4
1450,2007,Astrakhan Oblast,-0.6,13.5,14.0,59.64,66.9
1451,2007,Republic of Bashkortostan,-0.9,12.7,13.6,59.5,59.8
1452,2007,Belgorod Oblast,-4.5,10.3,14.8,61.77,65.8
1453,2007,Bryansk Oblast,-7.6,10.2,17.9,63.3,68.6
1454,2007,Republic of Buryatia,2.8,16.1,13.3,54.77,56.0
1455,2007,Vladimir Oblast,-8.5,10.2,18.5,62.98,77.3
1456,2007,Volgograd Oblast,-3.9,10.7,14.6,61.97,75.4
1457,2007,Vologda Oblast,-4.3,11.6,16.0,58.5,69.0
1458,2007,Voronezh Oblast,-8.7,9.0,17.3,64.71,61.7
1459,2007,Republic of Dagestan,11.3,17.0,5.6,62.7,44.2
1460,2007,Jewish Autonomous Oblast,-2.1,13.0,15.6,54.92,67.2
1461,2007,Zabaykalsky Krai,0.5,14.9,14.5,56.07,64.6
1462,2007,Ivanovo Oblast,-9.0,9.8,18.8,64.17,80.6
1463,2007,Republic of Ingushetia,13.4,16.7,4.0,66.38,42.6
1464,2007,Irkutsk Oblast,-0.2,13.8,14.3,57.27,79.4
1465,2007,Kabardino-Balkar Republic,3.3,12.8,9.8,58.24,57.5
1466,2007,Kaliningrad Oblast,-4.5,10.9,15.4,55.87,77.3
1467,2007,Republic of Kalmykia,3.5,14.5,10.7,54.32,43.8
1468,2007,Kaluga Oblast,-7.3,10.0,17.1,61.15,75.2
1469,2007,Kamchatka Krai,0.1,11.3,11.7,46.65,79.0
1470,2007,Karachay-Cherkess Republic,3.4,14.2,10.0,59.82,44.2
1471,2007,Republic of Karelia,-5.3,10.6,16.6,56.09,76.6
1472,2007,Kemerovo Oblast,-4.5,12.1,16.8,57.5,85.2
1473,2007,Kirov Oblast,-6.2,10.6,17.2,58.72,72.6
1474,2007,Kostroma Oblast,-7.1,10.7,18.1,61.75,69.1
1475,2007,Krasnodar Krai,-3.1,11.3,14.3,64.38,52.8
1476,2007,Krasnoyarsk Krai,-1.5,11.8,13.5,54.11,75.5
1477,2007,Republic of Crimea,,,,,
1478,2007,Kurgan Oblast,-4.3,11.6,16.3,63.08,58.9
1479,2007,Kursk Oblast,-7.9,10.1,18.2,64.7,63.1
1480,2007,Leningrad Oblast,-9.9,8.3,17.6,59.1,65.9
1481,2007,Lipetsk Oblast,-6.8,10.2,16.8,62.81,63.2
1482,2007,Magadan Oblast,-2.3,10.9,13.3,42.65,94.4
1483,2007,Mari El Republic,-3.4,11.8,15.2,54.48,62.7
1484,2007,Republic of Mordovia,-6.6,9.2,15.6,57.96,58.9
1485,2007,Moscow,-2.2,9.7,11.1,53.53,100.0
1486,2007,Moscow Oblast,-7.0,9.6,16.1,58.77,80.3
1487,2007,Murmansk Oblast,-1.4,10.3,12.2,46.53,92.5
1488,2007,Nenets Autonomous Okrug,3.0,15.6,12.6,51.74,66.0
1489,2007,Nizhny Novgorod Oblast,-8.4,9.9,18.3,62.04,78.4
1490,2007,Novgorod Oblast,-9.4,10.7,20.1,63.91,71.2
1491,2007,Novosibirsk Oblast,-3.3,11.4,14.7,56.63,76.1
1492,2007,Omsk Oblast,-2.9,11.7,14.8,56.11,70.8
1493,2007,Orenburg Oblast,-2.5,12.1,15.0,59.25,58.9
1494,2007,Oryol Oblast,-7.9,9.6,17.8,64.13,65.0
1495,2007,Penza Oblast,-6.4,9.7,15.9,62.31,66.1
1496,2007,Perm Krai,-3.6,12.1,15.9,58.31,75.4
1497,2007,Primorsky Krai,-3.4,11.2,14.7,54.29,75.8
1498,2007,Pskov Oblast,-11.2,9.7,21.0,64.59,68.8
1499,2007,Altai Republic,7.2,19.7,12.7,58.55,26.7
1500,2007,Komi Republic,-0.8,11.9,13.1,48.59,76.0
1501,2007,Tuva Republic,12.5,24.4,12.2,61.88,51.9
1502,2007,Rostov Oblast,-4.8,10.2,14.8,61.9,66.8
1503,2007,Ryazan Oblast,-9.6,9.4,18.9,66.21,70.4
1504,2007,Samara Oblast,-4.6,10.7,15.1,58.54,80.1
1505,2007,Saint Petersburg,-5.3,9.5,14.2,57.71,100.0
1506,2007,Saratov Oblast,-5.1,10.2,15.5,61.88,74.0
1507,2007,Sakhalin Oblast,-2.4,11.8,14.4,49.19,78.8
1508,2007,Sverdlovsk Oblast,-3.2,11.5,14.9,58.09,83.4
1509,2007,Sevastopol,,,,,
1510,2007,Republic of North Ossetia-Alania,2.5,13.6,11.0,65.95,64.1
1511,2007,Smolensk Oblast,-10.0,9.6,19.1,59.1,71.8
1512,2007,Stavropol Krai,-2.1,11.3,13.1,62.5,56.6
1513,2007,Tambov Oblast,-8.7,8.9,17.4,65.39,58.1
1514,2007,Republic of Tatarstan,-2.1,10.9,13.0,59.22,74.7
1515,2007,Tver Oblast,-10.4,10.2,20.5,66.06,73.6
1516,2007,Tomsk Oblast,-0.8,12.0,12.9,53.19,69.0
1517,2007,Tula Oblast,-12.0,8.4,20.1,65.73,79.8
1518,2007,Tyumen Oblast,5.3,14.3,9.1,53.62,63.1
1519,2007,Udmurt Republic,-1.4,12.8,14.1,55.4,70.3
1520,2007,Ulyanovsk Oblast,-6.5,9.3,15.7,58.71,73.2
1521,2007,Khabarovsk Krai,-2.6,11.6,14.7,52.85,81.6
1522,2007,Republic of Khakassia,0.2,13.8,13.8,55.81,70.7
1523,2007,Khanty–Mansi Autonomous Okrug – Yugra,7.9,14.6,6.8,39.3,91.0
1524,2007,Chelyabinsk Oblast,-3.1,11.8,15.0,59.62,81.8
1525,2007,Chechen Republic,22.4,27.1,4.8,69.75,35.0
1526,2007,Chuvash Republic,-2.9,11.6,14.7,58.16,57.2
1527,2007,Chukotka Autonomous Okrug,4.1,15.9,11.3,40.73,65.0
1528,2007,Sakha (Yakutia) Republic,6.4,16.1,9.6,52.77,63.7
1529,2007,Yamalo-Nenets Autonomous Okrug,8.8,14.2,5.6,37.5,84.8
1530,2007,Yaroslavl Oblast,-7.6,9.9,17.8,63.55,81.7
1531,2008,Republic of Adygea,-2.1,12.7,15.0,67.4,50.9
1532,2008,Altai Krai,-2.7,12.3,15.3,59.15,54.3
1533,2008,Amur Oblast,-2.2,12.9,15.6,55.66,66.6
1534,2008,Arkhangelsk Oblast,-2.6,12.0,14.8,56.79,74.8
1535,2008,Astrakhan Oblast,0.6,14.2,13.5,59.47,67.7
1536,2008,Republic of Bashkortostan,-0.3,13.4,13.7,59.55,60.0
1537,2008,Belgorod Oblast,-3.7,11.0,14.7,61.7,66.0
1538,2008,Bryansk Oblast,-6.8,10.9,17.8,63.17,68.8
1539,2008,Republic of Buryatia,3.5,17.0,13.4,55.49,56.1
1540,2008,Vladimir Oblast,-8.0,10.8,18.5,63.45,77.4
1541,2008,Volgograd Oblast,-3.2,11.3,14.4,62.34,75.7
1542,2008,Vologda Oblast,-4.3,12.0,16.4,58.94,69.4
1543,2008,Voronezh Oblast,-7.9,9.8,17.2,64.68,61.7
1544,2008,Republic of Dagestan,12.4,18.3,5.6,61.75,44.4
